Episode_Index,Total_Cost,Fill_Rate,Lost_Sales,Avg_Inventory,Total_Holding_Cost,Total_Backlog_Cost,Total_Ordering_Cost
1,264644.9271,77.6841,184,535.7977,24150.0521,81367.8466,159127.0284
2,280428.6799,74.4224,220,527.5962,23661.9511,102457.0139,154309.7148
3,262293.5259,77.9612,178,527.7826,23697.2914,90569.0624,148027.1721
4,254568.2506,80.1319,158,538.6328,24231.8595,79867.9931,150468.3979
5,248989.8342,79.0417,170,532.1756,23920.2413,76069.673,148999.9198
